"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
16573;"Male";57;1;1;0;"1-2 Year";"Yes";2630;26;225;1
16574;"Male";92;0;6;0;"1-2 Year";"Yes";37646;26;96;0
16575;"Female";94;1;28;0;"1-2 Year";"Yes";2630;156;62;0
16576;"Male";50;1;28;0;"1-2 Year";"Yes";39256;26;211;0
16577;"Male";53;1;28;0;"1-2 Year";"Yes";38884;23;112;1
16578;"Female";24;1;30;1;"< 1 Year";"No";31341;152;122;0
16579;"Male";28;1;50;0;"< 1 Year";"Yes";28805;152;73;0
16580;"Male";21;1;10;0;"< 1 Year";"Yes";17326;152;168;1
16581;"Male";49;0;17;0;"1-2 Year";"Yes";34767;26;46;0
16582;"Male";74;1;46;1;"1-2 Year";"No";2630;11;212;0
16583;"Female";37;0;28;0;"1-2 Year";"Yes";38912;26;273;0
16584;"Male";24;1;47;0;"< 1 Year";"Yes";44178;152;117;0
16585;"Male";38;1;19;0;"1-2 Year";"Yes";29896;26;247;1
16586;"Female";109;1;28;0;"1-2 Year";"Yes";38797;124;209;0
16587;"Female";57;1;7;0;"1-2 Year";"No";2630;26;169;0
16588;"Male";59;1;28;1;"1-2 Year";"No";41496;26;181;0
16589;"Male";25;1;3;0;"< 1 Year";"Yes";2630;152;58;0
16590;"Male";46;1;19;0;"1-2 Year";"Yes";33266;124;247;1
16591;"Male";35;0;11;0;"1-2 Year";"Yes";38467;163;227;0
16592;"Female";28;1;28;0;"< 1 Year";"Yes";2630;26;116;1
16593;"Male";58;0;41;0;"1-2 Year";"Yes";32078;124;273;0
16594;"Female";45;0;39;0;"1-2 Year";"Yes";36259;26;147;0
16595;"Female";45;0;28;0;"1-2 Year";"Yes";22023;26;49;0
16596;"Male";50;1;45;0;"1-2 Year";"Yes";36684;26;296;1
16597;"Male";56;1;28;0;"1-2 Year";"Yes";34835;26;127;0
16598;"Male";47;0;41;0;"1-2 Year";"Yes";25291;26;26;0
16599;"Female";45;1;3;0;"1-2 Year";"Yes";33844;152;150;0
16600;"Male";37;1;20;1;"< 1 Year";"No";2630;1;207;1
16601;"Male";24;1;30;1;"< 1 Year";"No";31074;152;155;0
16602;"Female";53;1;28;0;"> 2 Years";"Yes";40414;26;187;1
16603;"Female";46;0;41;0;"1-2 Year";"Yes";2630;124;59;0
16604;"Male";29;1;47;1;"< 1 Year";"No";38410;152;267;0
16605;"Female";67;1;29;1;"1-2 Year";"No";26444;124;165;0
16606;"Female";51;1;23;0;"1-2 Year";"Yes";25222;26;285;1
16607;"Female";25;1;47;1;"< 1 Year";"No";35434;160;262;0
16608;"Male";23;1;32;0;"< 1 Year";"No";37772;152;37;0
16609;"Male";51;1;28;0;"> 2 Years";"Yes";2630;3;168;1
16610;"Female";63;1;39;0;"1-2 Year";"Yes";2630;26;148;0
16611;"Female";27;1;41;0;"< 1 Year";"Yes";36087;152;249;1
16612;"Male";48;1;8;1;"1-2 Year";"No";31983;25;118;0
16613;"Female";25;1;28;0;"< 1 Year";"No";2630;160;1251;0
16614;"Female";32;1;30;1;"< 1 Year";"No";27638;152;169;0
16615;"Male";42;1;36;0;"1-2 Year";"Yes";2630;163;119;1
16616;"Male";105;1;36;0;"1-2 Year";"Yes";2630;154;208;1
16617;"Male";28;1;28;1;"< 1 Year";"No";48700;152;36;0
16618;"Male";20;1;15;0;"< 1 Year";"Yes";26777;160;126;0
16619;"Male";42;1;28;1;"1-2 Year";"No";32618;8;212;0
16620;"Female";42;1;8;1;"1-2 Year";"No";31391;152;226;0
16621;"Male";22;1;47;1;"< 1 Year";"No";42627;152;230;0
16622;"Male";22;1;29;1;"< 1 Year";"No";34213;152;58;0
16623;"Female";30;1;17;1;"< 1 Year";"No";2630;152;73;0
16624;"Male";25;1;29;1;"< 1 Year";"No";24723;152;112;0
16625;"Female";22;1;5;0;"< 1 Year";"No";2630;152;55;1
16626;"Female";44;1;30;0;"1-2 Year";"Yes";2630;124;71;0
16627;"Male";58;1;41;0;"1-2 Year";"Yes";27421;124;94;1
16628;"Male";64;0;28;0;"1-2 Year";"Yes";41501;30;1853;0
16629;"Female";41;1;9;0;"1-2 Year";"Yes";37372;124;94;0
16630;"Female";22;1;10;1;"< 1 Year";"No";28101;152;73;0
16631;"Male";42;1;11;0;"1-2 Year";"Yes";33546;124;151;1
16632;"Female";55;1;46;0;"1-2 Year";"Yes";2630;156;118;1
16633;"Female";33;1;28;0;"< 1 Year";"Yes";43442;26;88;1
16634;"Female";44;0;8;0;"1-2 Year";"Yes";2630;156;134;0
16635;"Female";48;0;28;0;"1-2 Year";"Yes";36848;26;20;0
16636;"Female";36;0;28;0;"1-2 Year";"Yes";2630;158;151;0
16637;"Male";29;1;28;0;"1-2 Year";"No";263000;157;229;0
16638;"Female";46;0;28;0;"> 2 Years";"Yes";3823900;158;33;0
16639;"Male";21;1;30;1;"< 1 Year";"No";29275;160;51;0
16640;"Female";42;1;3;0;"1-2 Year";"Yes";34398;124;126;0
16641;"Male";23;1;6;0;"< 1 Year";"Yes";32015;152;195;1
16642;"Male";37;1;46;0;"1-2 Year";"Yes";49484;124;13;1
16643;"Female";26;1;28;0;"< 1 Year";"Yes";38627;124;137;1
16644;"Female";25;1;41;1;"< 1 Year";"No";35349;152;249;0
16645;"Male";30;1;46;0;"< 1 Year";"Yes";2630;156;80;0
16646;"Female";42;1;28;0;"1-2 Year";"Yes";2630;154;45;1
16647;"Female";44;1;50;1;"1-2 Year";"No";27077;18;115;0
16648;"Female";24;1;29;1;"< 1 Year";"No";32304;152;106;0
16649;"Female";25;1;37;1;"< 1 Year";"No";2630;160;104;0
16650;"Male";50;1;28;0;"1-2 Year";"Yes";40361;124;125;1
16651;"Male";47;0;11;0;"1-2 Year";"Yes";28807;120;151;0
16652;"Female";57;1;33;0;"1-2 Year";"Yes";34818;3;12;0
16653;"Male";20;1;50;0;"> 2 Years";"Yes";2630;156;216;0
16654;"Female";39;1;28;0;"1-2 Year";"Yes";38490;124;266;0
16655;"Male";34;0;39;0;"1-2 Year";"Yes";33397;163;231;0
16656;"Female";37;1;28;0;"1-2 Year";"Yes";38275;26;139;1
16657;"Male";58;1;46;0;"1-2 Year";"Yes";32334;157;218;1
16658;"Male";41;1;37;0;"1-2 Year";"Yes";2630;124;167;0
16659;"Male";40;0;41;0;"1-2 Year";"Yes";47220;26;157;0
16660;"Male";48;1;7;0;"1-2 Year";"Yes";2630;26;63;0
16661;"Male";51;0;19;0;"1-2 Year";"Yes";29721;26;294;0
16662;"Male";33;1;46;0;"< 1 Year";"Yes";33905;124;10;1
16663;"Male";23;1;41;0;"1-2 Year";"Yes";34331;124;146;1
16664;"Female";25;1;29;1;"< 1 Year";"No";32533;152;2656;0
16665;"Male";51;1;3;1;"1-2 Year";"No";2630;26;200;0
16666;"Male";28;1;28;1;"< 1 Year";"No";30796;124;199;0
16667;"Female";31;1;4;0;"< 1 Year";"Yes";26326;152;116;0
16668;"Female";27;1;8;1;"< 1 Year";"No";34274;152;165;0
16669;"Male";23;1;29;1;"< 1 Year";"No";45939;152;257;0
16670;"Male";51;0;28;0;"1-2 Year";"Yes";38317;124;229;0
16671;"Male";35;1;29;1;"1-2 Year";"No";24442;124;33;0
16672;"Male";79;1;13;1;"1-2 Year";"No";26927;124;264;0
16673;"Female";23;1;36;0;"< 1 Year";"No";34601;152;271;0
16674;"Male";43;1;28;0;"1-2 Year";"Yes";28086;124;149;0
16675;"Female";71;1;15;1;"1-2 Year";"No";42154;14;1320;0
16676;"Female";75;1;35;1;"< 1 Year";"No";26966;152;38;0
16677;"Male";62;1;8;0;"1-2 Year";"Yes";2630;157;103;0
16678;"Male";68;1;28;0;"1-2 Year";"Yes";26906;154;265;0
16679;"Male";43;1;28;0;"1-2 Year";"Yes";39280;26;264;1
16680;"Male";21;1;36;0;"< 1 Year";"Yes";36574;152;298;0
16681;"Male";50;0;8;0;"1-2 Year";"Yes";34819;26;30;0
16682;"Female";68;1;30;1;"1-2 Year";"No";23758;26;280;0
16683;"Male";26;0;29;0;"< 1 Year";"Yes";25126;154;819;0
16684;"Female";24;1;32;1;"< 1 Year";"No";38366;152;107;0
16685;"Female";47;0;35;0;"1-2 Year";"Yes";21932;10;233;0
16686;"Female";39;1;29;0;"1-2 Year";"Yes";2630;155;200;1
16687;"Female";45;1;46;0;"1-2 Year";"Yes";2630;124;23;0
16688;"Female";23;1;18;0;"< 1 Year";"Yes";2957300;152;129;1
16689;"Female";48;1;28;0;"> 2 Years";"Yes";37745;26;177;0
16690;"Male";47;1;45;0;"1-2 Year";"Yes";2630;156;80;1
16691;"Male";56;1;50;1;"1-2 Year";"No";34309;26;78;0
16692;"Male";40;1;34;0;"1-2 Year";"Yes";43195;26;266;0
16693;"Male";36;0;15;0;"1-2 Year";"Yes";39550;14;91;0
16694;"Male";40;0;7;0;"1-2 Year";"Yes";2630;26;116;0
16695;"Female";26;1;14;1;"< 1 Year";"No";2630;160;180;0
16696;"Female";42;1;9;1;"1-2 Year";"No";2630;26;258;0
16697;"Male";69;0;28;0;"1-2 Year";"Yes";49965;122;163;0
16698;"Female";25;1;15;1;"< 1 Year";"No";40704;152;274;0
16699;"Female";26;1;11;1;"< 1 Year";"No";28449;152;122;0
16700;"Male";49;1;28;0;"1-2 Year";"Yes";37631;26;58;0
16701;"Female";40;0;28;0;"1-2 Year";"Yes";34803;124;169;0
16702;"Male";98;1;28;0;"1-2 Year";"Yes";46639;26;293;1
16703;"Male";42;1;28;0;"1-2 Year";"Yes";25231;13;246;0
16704;"Male";67;1;29;0;"< 1 Year";"Yes";36836;26;224;1
16705;"Female";22;1;47;1;"< 1 Year";"Yes";41221;160;200;0
16706;"Male";25;0;11;0;"< 1 Year";"Yes";2630;152;209;0
16707;"Male";32;0;35;0;"< 1 Year";"Yes";31467;152;760;0
16708;"Male";55;0;48;0;"1-2 Year";"Yes";2630;157;154;0
16709;"Male";50;1;28;0;"> 2 Years";"Yes";45259;26;298;1
16710;"Male";72;1;46;1;"1-2 Year";"No";44989;11;272;0
16711;"Male";42;1;28;0;"1-2 Year";"Yes";31386;124;108;0
16712;"Male";71;1;28;0;"1-2 Year";"Yes";31384;155;30;1
16713;"Male";57;0;33;0;"> 2 Years";"Yes";38378;124;207;0
16714;"Male";38;0;15;0;"1-2 Year";"Yes";34250;124;273;0
16715;"Female";52;1;1;1;"1-2 Year";"No";263000;26;206;0
16716;"Male";87;1;6;0;"1-2 Year";"Yes";2630;156;78;1
16717;"Male";42;1;37;1;"1-2 Year";"No";43476;124;177;0
16718;"Male";67;1;28;1;"1-2 Year";"No";39976;55;281;0
16719;"Male";24;1;4;0;"< 1 Year";"Yes";28659;152;252;1
16720;"Male";64;1;28;0;"1-2 Year";"Yes";2630;156;208;1
16721;"Male";23;1;39;1;"< 1 Year";"No";28993;152;58;0
16722;"Male";25;1;28;0;"< 1 Year";"Yes";40697;26;119;0
16723;"Female";103;0;28;0;"1-2 Year";"Yes";38805;26;52;0
16724;"Male";45;1;35;1;"1-2 Year";"No";2630;26;96;0
16725;"Male";47;1;30;0;"1-2 Year";"Yes";25211;124;213;0
16726;"Female";23;1;34;1;"< 1 Year";"Yes";34697;26;148;0
16727;"Female";45;1;28;0;"1-2 Year";"Yes";44146;26;197;0
16728;"Male";62;1;47;0;"1-2 Year";"Yes";30585;113;223;0
16729;"Female";43;1;34;0;"1-2 Year";"Yes";30112;152;275;0
16730;"Male";46;0;15;0;"1-2 Year";"Yes";34241;44;200;0
16731;"Female";23;1;15;1;"< 1 Year";"No";2630;152;45;0
16732;"Female";30;1;3;0;"1-2 Year";"Yes";30579;124;53;1
16733;"Male";26;1;3;1;"< 1 Year";"No";2630;160;163;0
16734;"Female";56;1;28;0;"> 2 Years";"Yes";25228;26;65;0
16735;"Male";44;1;11;0;"1-2 Year";"No";19270;26;225;0
16736;"Female";21;1;4;0;"< 1 Year";"Yes";44724;152;228;0
16737;"Female";23;1;40;1;"< 1 Year";"No";34741;26;65;0
16738;"Female";23;1;46;0;"< 1 Year";"Yes";2630;160;180;0
16739;"Female";24;1;8;1;"< 1 Year";"No";37065;152;247;0
16740;"Male";34;0;26;0;"1-2 Year";"No";29814;124;212;0
16741;"Male";63;1;28;0;"1-2 Year";"Yes";32752;26;79;0
16742;"Female";26;1;28;0;"< 1 Year";"Yes";49969;152;160;0
16743;"Male";71;1;8;0;"1-2 Year";"Yes";36945;124;214;1
16744;"Male";27;1;46;0;"< 1 Year";"No";30478;152;2831;0
16745;"Female";72;1;8;1;"1-2 Year";"No";2630;7;130;0
16746;"Male";38;0;8;0;"1-2 Year";"Yes";30006;124;152;0
16747;"Male";30;0;28;0;"1-2 Year";"Yes";30720;156;68;0
16748;"Female";51;1;5;1;"1-2 Year";"Yes";34752;26;43;0
16749;"Male";45;1;28;1;"1-2 Year";"No";30038;26;48;0
16750;"Male";42;1;28;0;"1-2 Year";"Yes";32668;122;140;1
16751;"Female";45;1;28;1;"1-2 Year";"No";27846;26;89;0
16752;"Male";68;1;8;0;"> 2 Years";"Yes";46274;26;52;1
16753;"Male";40;0;29;0;"1-2 Year";"Yes";38890;124;220;0
16754;"Male";46;0;39;0;"1-2 Year";"No";37052;124;288;0
16755;"Male";36;0;11;0;"1-2 Year";"Yes";2630;156;270;0
16756;"Male";56;1;15;0;"1-2 Year";"Yes";25679;26;208;1
16757;"Male";50;1;50;0;"1-2 Year";"Yes";29577;124;45;0
16758;"Male";37;1;28;0;"1-2 Year";"Yes";41008;60;20;1
16759;"Male";52;1;18;0;"1-2 Year";"Yes";2630;26;82;1
16760;"Male";23;1;15;0;"< 1 Year";"No";33974;151;289;0
16761;"Male";47;1;38;1;"1-2 Year";"No";28210;124;269;0
16762;"Female";23;1;46;1;"< 1 Year";"No";23740;152;254;0
16763;"Female";22;1;8;0;"< 1 Year";"Yes";42838;152;115;0
16764;"Female";41;1;28;0;"1-2 Year";"Yes";30847;26;197;1
16765;"Male";58;1;30;1;"1-2 Year";"No";26369;152;10;0
16766;"Male";59;1;28;0;"1-2 Year";"Yes";32604;26;96;0
16767;"Male";26;1;2;0;"< 1 Year";"Yes";32846;152;14;0
16768;"Male";23;1;23;1;"< 1 Year";"No";24600;152;221;0
16769;"Male";24;1;14;1;"< 1 Year";"No";34866;152;224;0
16770;"Female";48;1;28;0;"1-2 Year";"Yes";39847;124;156;0
16771;"Female";50;0;47;0;"1-2 Year";"Yes";37984;26;39;0
16772;"Male";38;0;8;0;"1-2 Year";"Yes";49685;124;16;0
16773;"Male";24;1;8;0;"< 1 Year";"Yes";43660;152;210;0
16774;"Male";33;1;10;1;"< 1 Year";"No";31516;152;266;0
16775;"Male";35;1;46;1;"1-2 Year";"No";22715;152;288;0
16776;"Male";40;1;28;0;"1-2 Year";"Yes";43679;124;162;0
16777;"Female";50;1;8;1;"1-2 Year";"No";25385;26;81;0
16778;"Female";24;1;8;1;"< 1 Year";"No";4182600;152;139;0
16779;"Female";42;1;8;0;"1-2 Year";"Yes";27750;7;151;1
16780;"Male";40;0;28;0;"1-2 Year";"Yes";35237;125;154;0
16781;"Male";23;0;37;0;"< 1 Year";"Yes";37532;152;298;0
16782;"Female";38;1;28;0;"1-2 Year";"Yes";38290;122;94;1
16783;"Male";41;1;11;0;"1-2 Year";"Yes";24392;124;271;1
16784;"Female";71;1;2;0;"1-2 Year";"Yes";22944;124;196;0
16785;"Male";23;1;41;0;"< 1 Year";"Yes";37887;152;14;0
16786;"Male";74;1;12;0;"1-2 Year";"Yes";28303;124;57;1
16787;"Male";23;0;36;0;"< 1 Year";"Yes";26921;151;108;0
16788;"Female";49;1;28;0;"1-2 Year";"Yes";41490;26;211;0
16789;"Male";66;1;28;0;"1-2 Year";"Yes";43688;122;128;1
16790;"Female";23;1;3;1;"< 1 Year";"No";31335;152;115;0
16791;"Male";29;1;28;1;"< 1 Year";"No";41325;152;205;0
16792;"Female";22;1;12;1;"< 1 Year";"No";38589;152;34;0
16793;"Female";58;1;28;0;"> 2 Years";"Yes";44243;26;181;1
16794;"Male";21;1;15;1;"< 1 Year";"No";32292;152;167;0
16795;"Male";43;1;31;0;"1-2 Year";"Yes";2630;124;78;1
16796;"Male";46;1;6;0;"1-2 Year";"Yes";2630;26;19;1
16797;"Male";24;1;13;0;"< 1 Year";"Yes";26109;152;137;0
16798;"Female";59;1;28;0;"> 2 Years";"Yes";32454;26;39;0
16799;"Male";22;1;18;1;"< 1 Year";"No";35789;152;246;0
16800;"Female";40;0;28;0;"1-2 Year";"Yes";36540;124;105;0
16801;"Male";78;1;19;1;"1-2 Year";"No";42740;124;45;0
16802;"Male";34;1;46;0;"1-2 Year";"Yes";26377;124;97;0
16803;"Male";29;1;13;1;"< 1 Year";"No";15706;152;91;0
16804;"Female";104;1;28;0;"1-2 Year";"Yes";46926;26;154;1
16805;"Male";57;1;28;1;"1-2 Year";"No";38668;124;202;0
16806;"Male";25;1;8;1;"< 1 Year";"No";34647;152;1435;0
16807;"Male";29;1;30;1;"< 1 Year";"No";25595;152;1336;0
16808;"Female";48;0;3;0;"1-2 Year";"Yes";22109;124;207;0
16809;"Male";23;1;30;0;"< 1 Year";"Yes";28949;160;37;1
16810;"Male";53;1;28;1;"1-2 Year";"No";2630;124;47;0
16811;"Female";30;1;3;0;"< 1 Year";"Yes";26090;154;28;1
16812;"Male";39;0;41;0;"1-2 Year";"Yes";31636;26;33;0
16813;"Female";46;1;8;0;"1-2 Year";"Yes";38645;124;57;1
16814;"Male";91;1;28;0;"1-2 Year";"Yes";29162;124;121;0
16815;"Female";23;1;28;1;"< 1 Year";"No";22605;152;102;0
16816;"Male";27;1;8;0;"< 1 Year";"Yes";27560;157;264;1
16817;"Male";41;1;8;1;"1-2 Year";"No";30269;26;244;0
16818;"Male";52;1;21;1;"1-2 Year";"No";32017;122;144;0
16819;"Female";21;1;11;1;"< 1 Year";"No";27795;152;43;0
16820;"Female";64;1;28;0;"1-2 Year";"Yes";49768;26;222;0
16821;"Male";90;1;29;0;"1-2 Year";"Yes";38015;155;158;1
16822;"Male";51;1;14;1;"1-2 Year";"No";32345;124;183;0
16823;"Male";22;1;46;0;"< 1 Year";"Yes";32324;152;37;0
16824;"Male";45;1;29;0;"1-2 Year";"Yes";2630;157;292;1
16825;"Male";51;0;28;0;"1-2 Year";"Yes";19079;26;21;0
16826;"Female";26;1;37;1;"< 1 Year";"No";31041;152;69;0
16827;"Male";39;1;28;0;"1-2 Year";"Yes";30991;122;1092;1
16828;"Male";75;1;28;0;"1-2 Year";"Yes";38854;122;36;0
16829;"Female";80;1;46;0;"< 1 Year";"No";2630;160;146;0
16830;"Male";51;1;3;0;"1-2 Year";"Yes";35326;124;59;0
16831;"Male";34;1;45;0;"1-2 Year";"Yes";2630;157;279;0
16832;"Female";116;1;23;0;"1-2 Year";"No";2630;156;153;1
16833;"Male";27;1;28;1;"< 1 Year";"No";43739;152;171;0
16834;"Male";65;0;8;0;"1-2 Year";"Yes";34726;26;110;0
16835;"Male";105;1;7;0;"1-2 Year";"Yes";2630;26;266;1
16836;"Female";50;1;36;0;"1-2 Year";"Yes";34978;26;118;0
16837;"Female";48;1;28;1;"1-2 Year";"No";39069;23;67;0
16838;"Male";53;1;8;1;"1-2 Year";"No";26560;26;140;0
16839;"Female";44;1;26;0;"1-2 Year";"Yes";2241600;124;139;1
16840;"Male";53;1;28;0;"1-2 Year";"Yes";43408;26;193;0
16841;"Male";59;1;46;0;"> 2 Years";"Yes";26654;124;38;1
16842;"Male";39;1;46;0;"1-2 Year";"No";24994;152;284;0
16843;"Male";46;0;29;0;"1-2 Year";"Yes";31886;124;251;0
16844;"Female";28;1;28;1;"< 1 Year";"No";32578;152;50;0
16845;"Female";25;1;11;1;"< 1 Year";"No";35356;152;135;0
16846;"Male";46;1;25;0;"1-2 Year";"Yes";32478;26;138;1
16847;"Female";44;0;13;0;"1-2 Year";"Yes";31823;124;257;0
16848;"Female";52;1;40;0;"> 2 Years";"Yes";2630;26;31;1
16849;"Male";80;1;2;1;"1-2 Year";"No";37593;15;203;0
16850;"Female";23;1;3;0;"< 1 Year";"No";24099;160;178;0
16851;"Male";23;1;50;1;"< 1 Year";"No";2630;152;178;0
16852;"Male";24;0;15;0;"< 1 Year";"Yes";3207300;152;287;0
16853;"Male";74;1;36;0;"1-2 Year";"Yes";31939;26;120;0
16854;"Female";35;1;28;0;"1-2 Year";"Yes";3212000;124;152;1
16855;"Male";52;1;12;0;"> 2 Years";"Yes";35480;26;202;1
16856;"Female";34;1;33;0;"1-2 Year";"Yes";26311;26;123;1
16857;"Male";34;0;3;0;"1-2 Year";"Yes";25678;124;157;0
16858;"Female";58;1;28;1;"1-2 Year";"No";2630;26;120;0
16859;"Female";43;1;41;0;"1-2 Year";"Yes";40158;124;143;1
16860;"Female";26;0;29;0;"< 1 Year";"Yes";33486;26;247;0
16861;"Female";33;0;7;0;"< 1 Year";"Yes";29835;124;280;0
16862;"Female";43;1;28;0;"> 2 Years";"Yes";37135;26;200;1
16863;"Male";34;1;28;1;"1-2 Year";"No";2630;156;89;0
16864;"Female";80;1;28;1;"1-2 Year";"No";30052;124;138;0
16865;"Male";33;1;28;0;"1-2 Year";"Yes";43412;163;270;0
16866;"Female";76;1;27;0;"< 1 Year";"Yes";39367;152;263;0
16867;"Female";41;1;46;0;"1-2 Year";"Yes";2630;122;181;0
16868;"Male";58;1;28;0;"1-2 Year";"Yes";42305;26;275;1
16869;"Male";42;1;28;0;"1-2 Year";"Yes";39327;26;267;0
16870;"Female";42;1;41;1;"1-2 Year";"No";33823;109;134;0
16871;"Female";28;1;28;0;"< 1 Year";"No";26702;26;29;0
16872;"Male";22;0;2;0;"< 1 Year";"Yes";2630;152;44;0
16873;"Female";26;1;47;0;"< 1 Year";"No";2630;152;65;0
16874;"Male";22;1;27;1;"< 1 Year";"No";28475;152;59;0
16875;"Male";23;1;40;0;"< 1 Year";"Yes";35625;152;144;1
16876;"Male";43;1;41;0;"1-2 Year";"Yes";40996;124;130;0
16877;"Male";39;1;40;0;"1-2 Year";"Yes";35779;124;222;0
16878;"Male";25;0;41;0;"< 1 Year";"Yes";30407;26;56;0
16879;"Male";25;1;15;0;"< 1 Year";"No";41068;152;15;0
16880;"Female";59;1;11;0;"1-2 Year";"Yes";2630;26;240;0
16881;"Male";29;1;18;1;"< 1 Year";"No";24369;152;181;0
16882;"Male";39;1;18;0;"1-2 Year";"Yes";2630;156;131;1
16883;"Male";47;1;8;0;"1-2 Year";"Yes";26498;124;82;1
16884;"Male";24;1;36;0;"< 1 Year";"Yes";35992;152;190;0
16885;"Female";21;1;15;0;"< 1 Year";"No";40254;160;241;0
16886;"Male";48;1;28;0;"1-2 Year";"Yes";36058;124;116;0
16887;"Female";40;0;33;0;"1-2 Year";"Yes";263000;156;71;0
16888;"Female";47;1;15;1;"1-2 Year";"No";30458;124;123;0
16889;"Female";47;1;28;0;"1-2 Year";"Yes";2630;156;43;1
16890;"Female";38;0;5;0;"1-2 Year";"Yes";2630;163;37;0
16891;"Male";40;1;28;0;"1-2 Year";"Yes";43211;124;230;1
16892;"Male";51;0;36;0;"1-2 Year";"Yes";47500;26;111;0
16893;"Male";36;1;28;0;"1-2 Year";"Yes";30796;124;292;1
16894;"Male";20;1;41;1;"< 1 Year";"No";3078600;160;63;0
16895;"Male";110;1;29;0;"1-2 Year";"Yes";48247;124;255;1
16896;"Male";46;1;28;0;"1-2 Year";"Yes";2630;26;1176;1
16897;"Male";43;0;28;0;"> 2 Years";"Yes";33387;124;218;0
16898;"Male";61;1;50;0;"1-2 Year";"No";32552;64;278;0
16899;"Female";43;1;28;1;"1-2 Year";"No";2630;124;15;0
16900;"Female";54;1;37;0;"1-2 Year";"Yes";27152;26;220;1
16901;"Male";95;1;28;0;"1-2 Year";"Yes";34516;26;79;1
16902;"Female";23;1;10;1;"< 1 Year";"No";37018;152;44;0
16903;"Female";25;1;46;1;"< 1 Year";"No";20334;152;204;0
16904;"Male";50;0;8;0;"1-2 Year";"Yes";49750;157;112;0
16905;"Female";24;1;47;0;"< 1 Year";"Yes";28474;152;166;0
16906;"Male";46;1;28;0;"1-2 Year";"Yes";47613;26;272;0
16907;"Female";24;0;45;0;"< 1 Year";"Yes";23630;152;203;0
16908;"Female";53;1;50;0;"1-2 Year";"Yes";37339;124;126;0
16909;"Female";36;1;28;0;"1-2 Year";"Yes";41580;122;285;0
16910;"Female";23;1;29;0;"< 1 Year";"Yes";34219;152;18;0
16911;"Male";40;1;7;0;"1-2 Year";"Yes";2630;26;116;1
16912;"Male";48;1;28;0;"1-2 Year";"Yes";46928;26;71;1
16913;"Female";35;1;41;0;"1-2 Year";"Yes";31596;156;178;1
16914;"Female";47;1;28;0;"1-2 Year";"Yes";2630;26;276;1
16915;"Female";22;0;47;0;"< 1 Year";"Yes";32399;152;21;0
16916;"Female";45;1;41;0;"1-2 Year";"Yes";27952;26;269;1
16917;"Female";31;1;15;1;"< 1 Year";"No";2630;152;274;0
16918;"Female";23;1;15;0;"< 1 Year";"Yes";35107;152;15;1
16919;"Female";41;1;45;0;"1-2 Year";"Yes";23018;26;156;1
16920;"Male";41;0;29;0;"1-2 Year";"Yes";31389;124;221;0
16921;"Male";20;1;17;1;"< 1 Year";"No";29494;160;218;0
16922;"Female";23;1;31;0;"< 1 Year";"Yes";2630;152;207;0
16923;"Male";20;1;8;1;"< 1 Year";"Yes";34326;160;68;0
16924;"Male";33;1;29;0;"1-2 Year";"Yes";35684;124;13;0
16925;"Female";23;1;46;1;"< 1 Year";"No";25832;152;27;0
16926;"Female";26;1;15;1;"< 1 Year";"No";32424;152;233;0
16927;"Female";22;1;13;1;"< 1 Year";"No";30681;152;154;0
16928;"Male";27;1;41;1;"< 1 Year";"No";31858;152;191;0
16929;"Male";60;0;15;0;"1-2 Year";"Yes";2630;26;106;0
16930;"Male";58;1;30;0;"1-2 Year";"Yes";34314;156;252;1
16931;"Female";47;0;28;0;"1-2 Year";"Yes";32472;26;238;0
16932;"Male";75;1;28;1;"1-2 Year";"No";44589;13;127;0
16933;"Female";50;1;28;0;"1-2 Year";"Yes";23770;124;187;1
16934;"Female";48;0;46;0;"1-2 Year";"Yes";23209;124;156;0
16935;"Male";43;1;41;0;"1-2 Year";"Yes";2630;156;177;1
16936;"Female";26;1;44;1;"< 1 Year";"No";33451;152;209;0
16937;"Male";43;1;28;0;"1-2 Year";"Yes";39334;124;51;0
16938;"Female";106;1;1;1;"1-2 Year";"No";2630;26;212;0
16939;"Male";46;1;28;0;"1-2 Year";"Yes";37699;25;271;0
16940;"Male";62;1;28;0;"1-2 Year";"Yes";29036;26;203;0
16941;"Male";23;1;14;1;"< 1 Year";"No";2630;160;40;0
16942;"Female";33;1;28;0;"< 1 Year";"Yes";33179;124;16;1
16943;"Female";37;1;36;0;"1-2 Year";"Yes";25354;154;282;0
16944;"Male";24;1;47;1;"< 1 Year";"Yes";46464;26;223;0
16945;"Male";25;1;36;0;"< 1 Year";"Yes";45353;152;289;1
16946;"Male";29;1;21;1;"< 1 Year";"No";33870;152;282;0
16947;"Male";50;1;28;0;"> 2 Years";"Yes";43044;124;248;1
16948;"Male";50;1;11;0;"1-2 Year";"Yes";2630;124;55;0
16949;"Female";40;1;28;0;"1-2 Year";"Yes";33591;157;286;0
16950;"Female";23;1;46;1;"< 1 Year";"No";37635;152;236;0
16951;"Male";24;1;41;1;"< 1 Year";"No";34613;152;110;0
16952;"Male";38;1;28;1;"1-2 Year";"No";32816;152;37;0
16953;"Female";33;1;40;0;"1-2 Year";"Yes";36865;124;3206;1
16954;"Male";47;0;8;0;"1-2 Year";"Yes";23261;26;24;0
